n,time
28230,86
28240,259
28250,27
28260,21
28270,104
28280,52
28290,3
28300,0
28310,15
28320,133
28330,24
28340,47
28350,19
28360,13
28370,1
28380,101
28390,4
28400,139
28410,4
28420,111
28430,15
28440,21
28450,12
28460,87
28470,13
28480,92
28490,22
28500,129
28510,15
28520,20
28530,26
28540,120
28550,22
28560,190
28570,57
28580,94
28590,2
28600,6
28610,2
28620,4
28630,30
28640,57
28650,77
28660,85
28670,14
28680,79
28690,34
28700,205
28710,41
28720,2
28730,1
28740,50
28750,85
28760,210
28770,133
28780,82
28790,183
28800,30
28810,100
28820,12
28830,59
28840,21
28850,43
28860,78
28870,149
28880,119
28890,82
28900,147
28910,78
28920,19
28930,89
28940,0
28950,127
28960,21
28970,119
28980,1
28990,8
29000,8
29010,14
29020,42
29030,58
29040,158
29050,60
29060,88
29070,87
29080,20
29090,35
29100,6364
29110,37
29120,128
29130,14
29140,45
29150,121
29160,27
29170,27
29180,56
29190,36
29200,32
29210,35
29220,23
29230,120
29240,13
29250,12
29260,97
29270,65
29280,4
29290,209
29300,199
29310,13
29320,119
29330,43
29340,39
29350,134
29360,20
29370,73
29380,4
29390,22
29400,2
29410,27
29420,56
29430,62
29440,25
29450,87
29460,30
29470,44
29480,0
29490,35
29500,110
29510,147
29520,41
29530,75
29540,69
29550,55
29560,2
29570,6
29580,14
29590,11
29600,16
29610,19
29620,16
29630,29
29640,68
29650,24
29660,21
29670,15
29680,47
29690,56
29700,7
29710,43
29720,46
29730,13
29740,108
29750,100
29760,81
29770,112
29780,289
29790,50
29800,44
29810,12
29820,73
29830,24
29840,17
29850,8
29860,14
29870,49
29880,4
29890,92
29900,13
29910,25
29920,5
29930,61
29940,20
29950,256
29960,13
29970,13
29980,34
29990,273
30000,86
30010,1
30020,35
30030,34
30040,139
30050,13
30060,56
30070,63
30080,54
30090,29
30100,89
30110,27
30120,22
30130,0
30140,22
30150,60
30160,13
30170,29
30180,4
30190,19
30200,83
30210,202
30220,22
30230,169
30240,429
30250,97
30260,188
30270,65
30280,83
30290,41
30300,4
30310,115
30320,1255
30330,28
30340,271
30350,464
30360,504
30370,769
30380,281
30390,38
30400,61
30410,121
30420,81
30430,396
30440,110
30450,489
30460,185
30470,297
30480,25
30490,53
30500,3
30510,41
30520,36
30530,8
30540,7
30550,75
30560,106
30570,57
30580,59
30590,22
30600,102
30610,26
30620,14
30630,18
30640,58
30650,54
30660,76
30670,80
30680,16
30690,275
30700,67
30710,94
30720,140
30730,156
30740,76
30750,20
30760,18
30770,427
30780,124
30790,110
30800,180
30810,18
30820,104
30830,64
30840,6
30850,24
30860,25
30870,58
30880,4
30890,150
30900,31
30910,76
30920,11
30930,8
30940,113
30950,13
30960,5
30970,70
30980,0
30990,26
31000,308
31010,36
31020,21
31030,156
31040,53
31050,40
31060,10
31070,8
31080,169
31090,6
31100,115
31110,70
31120,42
31130,23
31140,4
31150,38
31160,38
31170,65
31180,24
31190,18
31200,33
31210,113
31220,38
31230,20
31240,38
31250,56
31260,125
31270,211
31280,45
31290,122
31300,72
31310,75
31320,3
31330,155
31340,38
31350,31
31360,42
31370,64
31380,50
31390,12
31400,12
31410,14
31420,81
31430,54
31440,43
31450,36
31460,31
31470,69
31480,195
31490,50
31500,375
31510,77
31520,94
31530,23
31540,40
31550,200
31560,26
31570,135
31580,5
31590,14
31600,11
31610,8
31620,1
31630,77
31640,123
31650,159
31660,142
31670,102
31680,27
31690,60
31700,37
31710,77
31720,15
31730,56
31740,31
31750,103
31760,38
31770,24
31780,22
31790,122
31800,12
31810,55
31820,15
31830,42
31840,296
31850,17
31860,67
31870,124
31880,85
31890,90
31900,22
31910,36
31920,62
31930,0
31940,52
31950,22
31960,239
31970,73
31980,80
31990,309
32000,70
32010,137
32020,77
32030,15
32040,2
32050,14
32060,120
32070,74
32080,103
32090,80
32100,11
32110,242
32120,45
32130,50
32140,130
32150,28
32160,52
32170,246
32180,1
32190,6
32200,12
32210,20
32220,18
32230,104
32240,99
32250,168
32260,9
32270,265
32280,128
32290,34
32300,87
32310,42
32320,24
32330,20
32340,193
32350,31
32360,163
32370,21
32380,63
32390,32
32400,80
32410,61
32420,12
32430,64
32440,75
32450,13
32460,88
32470,20
32480,4
32490,1
32500,86
32510,138
32520,20
32530,218
32540,117
32550,43
32560,58
32570,202
32580,50
32590,42
32600,37
32610,67
32620,48
32630,112
32640,19
32650,17
32660,23
32670,24
32680,102
32690,22
32700,67
32710,214
32720,248
32730,35
32740,127
32750,2
32760,94
32770,74
32780,209
32790,40
32800,38
32810,18
32820,109
32830,42
32840,28
32850,53
32860,129
32870,87
32880,14
32890,55
32900,78
32910,1
32920,92
32930,15
32940,557
32950,115
32960,37
32970,298
32980,30
32990,13
33000,60
33010,16
33020,6
33030,62
33040,200
33050,104
33060,15
33070,24
33080,55
33090,67
33100,122
33110,17
33120,138
33130,25
33140,41
33150,139
33160,6
33170,363
33180,38
33190,76
33200,29
33210,232
33220,76
33230,0
33240,140
33250,51
33260,83
33270,0
33280,5
33290,46
33300,3
33310,124
33320,221
33330,16
33340,332
33350,48
33360,151
33370,17
33380,6
33390,25
33400,19
33410,123
33420,39
33430,18
33440,110
33450,72
33460,149
33470,114
33480,129
33490,39
33500,74
33510,44
33520,32
33530,26
33540,23
33550,16
33560,43
33570,4
33580,152
33590,162
33600,23
33610,150
33620,19
33630,186
33640,6
33650,52
33660,90
33670,478
33680,12
33690,16
33700,50
33710,114
33720,52
33730,115
33740,47
33750,94
33760,38
33770,60
33780,105
33790,71
33800,19
33810,108
33820,26
33830,134
33840,70
33850,60
33860,107
33870,55
33880,22
33890,49
33900,50
33910,6
33920,54
33930,36
33940,16
33950,224
33960,57
33970,204
33980,16
33990,261
34000,3
34010,28
34020,70
34030,200
34040,34
34050,42
34060,25
34070,87
34080,160
34090,47
34100,16
34110,198
34120,193
34130,105
34140,100
34150,44
34160,34
34170,22
34180,133
34190,22
34200,50
34210,25
34220,93
34230,70
34240,176
34250,0
34260,18
34270,57
34280,31
34290,114
34300,37
34310,15
34320,0
34330,72
34340,130
34350,100
34360,77
34370,196
34380,19
34390,60
34400,149
34410,12
34420,45
34430,50
34440,145
34450,36
34460,150
34470,94
34480,41
34490,84
34500,0
34510,45
34520,29
34530,15
34540,18
34550,6
34560,7
34570,55
34580,24
34590,12
34600,6
34610,105
34620,64
34630,32
34640,33
34650,23
34660,39
34670,52
34680,109
34690,32
34700,2
34710,188
34720,25
34730,28
34740,55
34750,109
34760,49
34770,98
34780,59
34790,324
34800,104
34810,15
34820,21
34830,109
34840,4
34850,33
34860,6
34870,110
34880,6
34890,244
34900,15
34910,108
34920,30
34930,31
34940,100
34950,3
34960,211
34970,18
34980,22
34990,1
35000,8
35010,0
35020,49
35030,25
35040,2
35050,36
35060,149
35070,198
35080,50
35090,151
35100,0
35110,66
35120,17
35130,227
35140,24
35150,57
35160,147
35170,37
35180,1
35190,119
35200,248
35210,75
35220,47
35230,203
35240,78
35250,44
35260,140
35270,36
35280,8
35290,65
35300,69
35310,5
35320,51
35330,25
35340,111
35350,177
35360,2
35370,146
35380,53
35390,97
35400,21
35410,126
35420,26
35430,5
35440,56
35450,172
35460,189
35470,53
35480,29
35490,197
35500,307
35510,58
35520,26
35530,182
35540,4
35550,108
35560,56
35570,97
35580,162
35590,188
35600,64
35610,39
35620,98
35630,108
35640,131
35650,67
35660,64
35670,11
35680,48
35690,19
35700,177
35710,66
35720,20
35730,400
35740,59
35750,211
35760,78
35770,48
35780,104
35790,60
35800,20
35810,5
35820,28
35830,33
35840,18
35850,121
35860,12
35870,94
35880,1
35890,31
35900,8
35910,52
35920,56
35930,115
35940,20
35950,76
35960,23
35970,1
35980,6
35990,21
36000,63
36010,1
36020,41
36030,29
36040,108
36050,98
36060,58
36070,24
36080,365
36090,91
36100,71
36110,119
36120,1
36130,20
36140,20
36150,8
36160,249
36170,23
36180,85
36190,49
36200,117
36210,132
36220,2
36230,62
36240,75
36250,49
36260,13
36270,26
36280,99
36290,73
36300,78
36310,34
36320,37
36330,13
36340,49
36350,0
36360,27
36370,412
36380,32
36390,24
36400,190
36410,5
36420,96
36430,165
36440,69
36450,1
36460,106
36470,32
36480,15
36490,8
36500,135
36510,119
36520,13
36530,39
36540,181
36550,50
36560,4
36570,53
36580,181
36590,106
36600,62
36610,193
36620,147
36630,66
36640,168
36650,70
36660,94
36670,28
36680,318
36690,70
36700,161
36710,115
36720,2
36730,96
36740,8
36750,33
36760,101
36770,98
36780,34
36790,27
36800,52
36810,481
36820,21
36830,81
36840,47
36850,74
36860,142
36870,149
36880,21
36890,109
36900,33
36910,42
36920,4
36930,76
36940,47
36950,8
36960,390
36970,232
36980,14
36990,18
37000,119
37010,10
37020,39
37030,13
37040,50
37050,40
37060,54
37070,29
37080,37
37090,37
37100,48
37110,38
37120,67
37130,0
37140,70
37150,136
37160,13
37170,152
37180,16
37190,11
37200,38
37210,5
37220,63
37230,34
37240,4
37250,20
37260,39
37270,200
37280,4
37290,13
37300,322
37310,48
37320,27
37330,86
37340,79
37350,88
37360,12
37370,81
37380,61
37390,170
37400,2
37410,117
37420,15
37430,19
37440,92
37450,121
37460,126
37470,43
37480,176
37490,65
37500,46
37510,262
37520,19
37530,152
37540,37
37550,6
37560,133
37570,12
37580,42
37590,18
37600,12
37610,6
37620,4
37630,91
37640,78
37650,90
37660,147
37670,78
37680,76
37690,22
37700,22
37710,8
37720,1
37730,128
37740,127
37750,3
37760,75
37770,80
37780,77
37790,2
37800,21
37810,266
37820,53
37830,199
37840,67
37850,28
37860,105
37870,130
37880,59
37890,86
37900,88
37910,173
37920,163
37930,4
37940,173
37950,74
37960,12
37970,35
37980,29
37990,34
38000,25
38010,84
38020,119
38030,122
38040,134
38050,35
38060,163
38070,329
38080,26
38090,88
38100,14
38110,53
38120,13
38130,31
38140,19
38150,178
38160,67
38170,45
38180,133
38190,10
38200,7
38210,4
38220,234
38230,60
38240,41
38250,48
38260,11
38270,0
38280,33
38290,53
38300,4
38310,151
38320,79
38330,2
38340,107
38350,156
38360,26
38370,18
38380,18
38390,367
38400,151
38410,159
38420,9
38430,171
38440,125
38450,230
38460,23
38470,184
38480,25
38490,50
38500,114
38510,495
38520,381
38530,122
38540,44
38550,87
38560,31
38570,201
38580,18
38590,15
38600,5
38610,148
38620,4
38630,91
38640,48
38650,12
38660,65
38670,24
38680,269
38690,209
38700,82
38710,116
38720,2
38730,7
38740,271
38750,195
38760,142
38770,34
38780,46
38790,83
38800,2
38810,89
38820,52
38830,41
38840,2
38850,0
38860,16
38870,235
38880,10
38890,24
38900,108
38910,51
38920,41
38930,199
38940,304
38950,409
38960,59
38970,394
38980,3
38990,150
39000,33
39010,320
39020,233
39030,50
39040,134
39050,89
39060,164
39070,52
39080,78
39090,76
39100,15
39110,21
39120,96
39130,0
39140,14
39150,206
39160,22
39170,36
39180,142
39190,95
39200,50
39210,18
39220,96
39230,137
39240,62
39250,47
39260,168
39270,41
39280,134
39290,82
39300,59
39310,90
39320,4
39330,207
39340,27
39350,37
39360,685
39370,78
39380,201
39390,20
39400,7
39410,96
39420,380
39430,75
39440,54
39450,131
39460,199
39470,126
39480,138
39490,217
39500,100
39510,11
39520,64
39530,156
39540,152
39550,206
39560,29
39570,103
39580,87
39590,200
39600,429
39610,38
39620,87
39630,7
39640,52
39650,302
39660,160
39670,1
39680,178
39690,71
39700,141
39710,57
39720,49
39730,144
39740,48
39750,64
39760,55
39770,12
39780,32
39790,58
39800,114
39810,239
39820,39
39830,268
39840,95
39850,42
39860,13
39870,0
39880,49
39890,124
39900,11
39910,38
39920,0
39930,135
39940,0
39950,169
39960,98
39970,168
39980,37
39990,45
40000,152
40010,108
40020,29
40030,28
40040,17
40050,51
40060,50
40070,74
40080,54
40090,31
40100,115
40110,127
40120,35
40130,105
40140,186
40150,203
40160,0
40170,126
40180,0
40190,98
40200,232
40210,11
40220,5
40230,35
40240,45
40250,2
40260,4
40270,27
40280,68
40290,12
40300,185
40310,36
40320,39
40330,113
40340,132
40350,104
40360,60
40370,145
40380,26
40390,58
40400,35
40410,111
40420,261
40430,113
40440,45
40450,121
40460,14
40470,209
40480,379
40490,141
40500,180
40510,79
40520,26
40530,23
40540,37
40550,45
40560,2
40570,120
40580,9
40590,11
40600,249
40610,41
40620,82
40630,22
40640,5
40650,31
40660,13
40670,65
40680,157
40690,310
40700,153
40710,95
40720,10
40730,45
40740,123
40750,15
40760,80
40770,96
40780,104
40790,205
40800,64
40810,222
40820,26
40830,139
40840,287
40850,108
40860,37
40870,102
40880,514
40890,21
40900,26
40910,128
40920,125
40930,4
40940,265
40950,25
40960,270
40970,28
40980,201
40990,0
41000,18
41010,40
41020,74
41030,40
41040,54
41050,144
41060,375
41070,6
41080,194
41090,57
41100,19
41110,542
41120,40
41130,62
41140,24
41150,28
41160,125
41170,315
41180,99
41190,217
41200,80
41210,1
41220,20
41230,59
41240,107
41250,114
41260,110
41270,337
41280,30
41290,38
41300,112
41310,257
41320,834
41330,50
41340,353
41350,30
41360,200
41370,79
41380,79
41390,29
41400,54
41410,281
41420,23
41430,121
41440,136
41450,8
41460,19
41470,87
41480,52
41490,14
41500,198
41510,89
41520,234
41530,14
41540,16
41550,44
41560,5
41570,70
41580,48
41590,60
41600,14
41610,107
41620,81
41630,12
41640,5
41650,48
41660,28
41670,11
41680,165
41690,263
41700,11
41710,70
41720,3
41730,9
41740,4
41750,34
41760,310
41770,14
41780,195
41790,114
41800,237
41810,0
41820,194
41830,235
41840,171
41850,124
41860,287
41870,80
41880,2
41890,55
41900,86
41910,82
41920,29
41930,131
41940,20
41950,449
41960,7
41970,19
41980,29
41990,135
42000,124
42010,58
42020,19
42030,190
42040,87
42050,64
42060,96
42070,78
42080,254
42090,29
42100,3
42110,28
42120,188
42130,18
42140,97
42150,19
42160,40
42170,58
42180,22
42190,387
42200,121
42210,198
42220,79
42230,147
42240,26
42250,55
42260,39
42270,130
42280,17
42290,134
42300,110
42310,20
42320,46
42330,108
42340,2
42350,40
42360,14
42370,25
42380,36
42390,76
42400,10
42410,54
42420,0
42430,130
42440,393
42450,563
42460,112
42470,35
42480,0
42490,103
42500,75
42510,24
42520,167
42530,337
42540,79
42550,3
42560,103
42570,61
42580,29
42590,106
42600,60
42610,25
42620,69
42630,127
42640,7
42650,21
42660,1
42670,96
42680,9
42690,26
42700,80
42710,168
42720,29
42730,17
42740,25
42750,369
42760,139
42770,82
42780,45
42790,54
42800,47
42810,14
42820,45
42830,48
42840,70
42850,120
42860,141
42870,241
42880,7
42890,59
42900,210
42910,0
42920,40
42930,102
42940,301
42950,25
42960,116
42970,153
42980,62
42990,196
43000,323
43010,46
43020,43
43030,122
43040,28
43050,530
43060,275
43070,207
43080,1
43090,163
43100,64
43110,52
43120,193
43130,18
43140,58
43150,34
43160,71
43170,34
43180,227
43190,95
43200,29
43210,159
43220,32
43230,77
43240,75
43250,90
43260,731
43270,61
43280,66
43290,2
43300,48
43310,263
43320,140
43330,77
43340,26
43350,125
43360,126
43370,2
43380,81
43390,220
43400,267
43410,36
43420,206
43430,39
43440,39
43450,18
43460,143
43470,133
43480,18
43490,302
43500,1
43510,5
43520,21
43530,115
43540,6
43550,36
43560,4
43570,324
43580,14
43590,11
43600,180
43610,40
43620,335
43630,99
43640,150
43650,157
43660,23
43670,202
43680,2
43690,45
43700,79
43710,107
43720,24
43730,1
43740,17
43750,109
43760,54
43770,637
43780,77
43790,163
43800,7
43810,625
43820,32
43830,236
43840,84
43850,31
43860,312
43870,27
43880,9
43890,4
43900,0
43910,286
43920,67
43930,141
43940,31
43950,12
43960,20
43970,56
43980,86
43990,50
44000,237
44010,223
44020,80
44030,57
44040,127
44050,41
44060,244
44070,24
44080,165
44090,73
44100,24
44110,49
44120,468
44130,100
44140,369
44150,64
44160,148
44170,75
44180,157
44190,26
44200,156
44210,128
44220,151
44230,389
44240,67
44250,93
44260,118
44270,161
44280,198
44290,69
44300,349
44310,354
44320,31
44330,90
44340,13
44350,78
44360,117
44370,60
44380,54
44390,209
44400,129
44410,127
44420,27
44430,92
44440,74
44450,139
44460,22
44470,291
44480,102
44490,174
44500,60
44510,19
44520,178
44530,45
44540,18
44550,157
44560,159
44570,15
44580,28
44590,25
44600,185
44610,22
44620,74
44630,133
44640,186
44650,67
44660,43
44670,240
44680,289
44690,223
44700,123
44710,103
44720,57
44730,10
44740,68
44750,107
44760,126
44770,12
44780,46
44790,54
44800,27
44810,228
44820,116
44830,94
44840,206
44850,35
44860,5
44870,303
44880,561
44890,147
44900,193
44910,78
44920,78
44930,61
44940,95
44950,129
44960,138
44970,64
44980,68
44990,61
45000,82
45010,339
45020,49
45030,11
45040,232
45050,21
45060,47
45070,8
45080,10
45090,87
45100,4
45110,8
45120,8
45130,35
45140,22
45150,25
45160,107
45170,64
45180,0
45190,62
45200,44
45210,21
45220,159
45230,8
45240,120
45250,45
45260,9
45270,147
45280,79
45290,2
45300,139
45310,67
45320,42
45330,45
45340,28
45350,82
45360,25
45370,6
45380,348
45390,87
45400,174
45410,1
45420,68
45430,16
45440,172
45450,52
45460,172
45470,41
45480,49
45490,52
45500,4
45510,1
45520,14
45530,89
45540,18
45550,21
45560,54
45570,112
45580,403
45590,25
45600,203
45610,63
45620,49
45630,146
45640,16
45650,38
45660,145
45670,4
45680,245
45690,55
45700,112
45710,518
45720,18
45730,44
45740,154
45750,171
45760,59
45770,40
45780,285
45790,11
45800,138
45810,17
45820,219
45830,132
45840,137
45850,24
45860,23
45870,60
45880,33
45890,127
45900,37
45910,62
45920,185
45930,574
45940,31
45950,35
45960,230
45970,269
45980,11
45990,1
46000,269
46010,226
46020,4
46030,52
46040,42
46050,106
46060,35
46070,5
46080,24
46090,182
46100,93
46110,179
46120,137
46130,5
46140,176
46150,88
46160,1
46170,71
46180,184
46190,224
46200,111
46210,93
46220,0
46230,19
46240,87
46250,31
46260,65
46270,65
46280,101
46290,14
46300,156
46310,26
46320,5
46330,35
46340,338
46350,65
46360,243
46370,18
46380,138
46390,146
46400,8
46410,21
46420,114
46430,17
46440,67
46450,41
46460,53
46470,83
46480,131
46490,4
46500,70
46510,81
46520,14
46530,43
46540,56
46550,16
46560,52
46570,30
46580,43
46590,139
46600,19
46610,180
46620,334
46630,4
46640,104
46650,24
46660,165
46670,107
46680,116
46690,35
46700,116
46710,229
46720,131
46730,5
46740,215
46750,38
46760,15
46770,231
46780,284
46790,294
46800,68
46810,19
46820,27
46830,4
46840,114
46850,3
46860,19
46870,256
46880,7
46890,24
46900,200
46910,14
46920,140
46930,207
46940,64
46950,45
46960,0
46970,115
46980,140
46990,272
47000,92
47010,161
47020,145
47030,114
47040,16
47050,42
47060,226
47070,5
47080,410
47090,177
47100,200
47110,10
47120,13
47130,53
47140,2
47150,51
47160,156
47170,8
47180,34
47190,79
47200,1
47210,192
47220,59
47230,481
47240,59
47250,12
47260,189
47270,119
47280,41
47290,12
47300,25
47310,118
47320,62
47330,120
47340,94
47350,105
47360,148
47370,6
47380,35
47390,13
47400,89
47410,75
47420,304
47430,34
47440,78
47450,458
47460,344
47470,84
47480,121
47490,337
47500,122
47510,9
47520,8
47530,138
47540,43
47550,20
47560,36
47570,64
47580,45
47590,71
47600,58
47610,126
47620,259
47630,44
47640,1
47650,61
47660,4
47670,277
47680,70
47690,114
47700,89
47710,155
47720,245
47730,107
47740,74
47750,35
47760,402
47770,61
47780,61
47790,136
47800,2
47810,122
47820,121
47830,18
47840,32
47850,5
47860,28
47870,1
47880,95
47890,36
47900,31
47910,409
47920,116
47930,62
47940,26
47950,19
47960,122
47970,12
47980,154
47990,188
48000,453
48010,55
48020,120
48030,224
48040,144
48050,57
48060,22
48070,390
48080,27
48090,11
48100,6
48110,79
48120,63
48130,342
48140,98
48150,46
48160,289
48170,63
48180,32
48190,196
48200,57
48210,38
48220,25
48230,194
48240,28
48250,246
48260,67
48270,78
48280,212
48290,30
48300,48
48310,84
48320,335
48330,161
48340,89
48350,607
48360,12
48370,129
48380,146
48390,12
48400,9
48410,84
48420,78
48430,73
48440,35
48450,148
48460,107
48470,132
48480,60
48490,121
48500,102
48510,147
48520,168
48530,82
48540,290
48550,82
48560,409
48570,168
48580,180
48590,321
48600,72
48610,218
48620,44
48630,84
48640,157
48650,21
48660,97
48670,192
48680,2
48690,87
48700,20
48710,42
48720,217
48730,31
48740,47
48750,76
48760,59
48770,162
48780,7
48790,32
48800,327
48810,12
48820,0
48830,40
48840,187
48850,175
48860,136
48870,21
48880,45
48890,97
48900,103
48910,41
48920,117
48930,35
48940,13
48950,48
48960,85
48970,193
48980,21
48990,81
49000,60
49010,75
49020,80
49030,160
49040,16
49050,86
49060,347
49070,54
49080,202
49090,169
49100,152
49110,171
49120,198
49130,38
49140,12
49150,57
49160,172
49170,177
49180,196
49190,26
49200,163
49210,5
49220,64
49230,68
49240,35
49250,44
49260,284
49270,84
49280,122
49290,77
49300,247
49310,196
49320,22
49330,71
49340,34
49350,56
49360,20
49370,174
49380,80
49390,120
49400,80
49410,75
49420,51
49430,39
49440,49
49450,231
49460,91
49470,136
49480,77
49490,53
49500,142
49510,99
49520,230
49530,3
49540,0
49550,148
49560,67
49570,101
49580,4
49590,10
49600,98
49610,4
49620,91
49630,126
49640,40
49650,163
49660,13
49670,125
49680,84
49690,133
49700,126
49710,106
49720,5
49730,208
49740,66
49750,18
49760,315
49770,126
49780,113
49790,126
49800,11
49810,47
49820,267
49830,86
49840,37
49850,91
49860,129
49870,197
49880,11
49890,95
49900,110
49910,120
49920,180
49930,158
49940,83
49950,32
49960,166
49970,292
49980,65
49990,112
50000,9
50010,78
50020,72
50030,99
50040,58
50050,110
50060,206
50070,11
50080,37
50090,139
50100,152
50110,96
50120,285
50130,55
50140,24
50150,10
50160,91
50170,181
50180,191
50190,50
50200,129
50210,240
50220,102
50230,114
50240,46
50250,207
50260,15
50270,158
50280,15
50290,168
50300,31
50310,365
50320,79
50330,9
50340,2
50350,79
50360,225
50370,11
50380,448
50390,57
50400,86
50410,18
50420,148
50430,56
50440,15
50450,372
50460,289
50470,23
50480,24
50490,0
50500,257
50510,40
50520,67
50530,0
50540,7
50550,117
50560,42
50570,141
50580,85
50590,110
50600,62
50610,40
50620,145
50630,19
50640,19
50650,148
50660,74
50670,47
50680,64
50690,82
50700,92
50710,19
50720,423
50730,78
50740,53
50750,45
50760,15
50770,198
50780,23
50790,29
50800,1
50810,324
50820,35
50830,243
50840,50
50850,15
50860,145
50870,57
50880,38
50890,332
50900,28
50910,65
50920,5
50930,166
50940,43
50950,4
50960,212
50970,265
50980,47
50990,18
51000,22
51010,170
51020,176
51030,2
51040,62
51050,71
51060,47
51070,48
51080,20
51090,30
51100,325
51110,276
51120,160
51130,65
51140,98
51150,173
51160,74
51170,4
51180,67
51190,101
51200,73
51210,205
51220,715
51230,74
51240,101
51250,1909
51260,445
51270,1311
51280,373
51290,127
51300,499
51310,148
51320,128
51330,149
51340,196
51350,13
51360,356
51370,179
51380,159
51390,140
51400,0
51410,86
51420,21
51430,201
51440,116
51450,74
51460,130
51470,5
51480,137
51490,29
51500,1
51510,8
51520,33
51530,0
51540,2
51550,45
51560,184
51570,142
51580,292
51590,70
51600,97
51610,65
51620,403
51630,117
51640,297
51650,73
51660,0
51670,0
51680,444
51690,138
51700,36
51710,258
51720,14
51730,29
51740,203
51750,227
51760,119
51770,59
51780,31
51790,34
51800,55
51810,240
51820,12
51830,39
51840,124
51850,71
51860,17
51870,311
51880,11
51890,84
51900,107
51910,177
51920,163
51930,21
51940,83
51950,197
51960,28
51970,4
51980,40
51990,3
52000,234
52010,105
52020,18
52030,225
52040,108
52050,224
52060,50
52070,34
52080,554
52090,6
52100,37
52110,185
52120,0
52130,0
52140,16
52150,22
52160,296
52170,67
52180,5
52190,45
52200,175
52210,422
52220,78
52230,265
52240,147
52250,109
52260,283
52270,194
52280,77
52290,68
52300,93
52310,70
52320,31
52330,129
52340,115
52350,119
52360,604
52370,37
52380,32
52390,29
52400,4
52410,128
52420,156
52430,57
52440,132
52450,94
52460,208
52470,19
52480,0
52490,19
52500,113
52510,155
52520,404
52530,143
52540,308
52550,78
52560,300
52570,75
52580,55
52590,27
52600,150
52610,238
52620,94
52630,36
52640,37
52650,60
52660,59
52670,164
52680,18
52690,204
52700,9
52710,15
52720,26
52730,86
52740,511
52750,260
52760,87
52770,177
52780,41
52790,301
52800,21
52810,92
52820,170
52830,4
52840,306
52850,56
52860,5
52870,145
52880,28
52890,260
52900,116
52910,60
52920,67
52930,61
52940,293
52950,102
52960,42
52970,134
52980,550
52990,16
53000,129
53010,15
53020,111
53030,44
53040,74
53050,326
53060,223
53070,334
53080,112
53090,1
53100,122
53110,269
53120,19
53130,3
53140,2
53150,261
53160,425
53170,0
53180,67
53190,106
53200,131
53210,317
53220,83
53230,508
53240,185
53250,21
53260,47
53270,23
53280,223
53290,46
53300,245
53310,51
53320,17
53330,93
53340,96
53350,13
53360,38
53370,209
53380,232
53390,98
53400,2
53410,33
53420,58
53430,136
53440,148
53450,39
53460,57
53470,263
53480,100
53490,136
53500,45
53510,19
53520,59
53530,68
53540,423
53550,171
53560,201
53570,123
53580,42
53590,56
53600,55
53610,123
53620,312
53630,82
53640,20
53650,81
53660,13
53670,272
53680,241
53690,43
53700,164
53710,542
53720,71
53730,54
53740,244
53750,15
53760,144
53770,32
53780,315
53790,234
53800,41
53810,19
53820,242
53830,181
53840,446
53850,83
53860,199
53870,34
53880,15
53890,428
53900,17
53910,18
53920,150
53930,54
53940,92
53950,244
53960,142
53970,61
53980,1
53990,187
54000,84
54010,37
54020,143
54030,47
54040,334
54050,18
54060,50
54070,152
54080,456
54090,13
54100,190
54110,72
54120,44
54130,203
54140,285
54150,80
54160,130
54170,313
54180,8
54190,95
54200,45
54210,39
54220,62
54230,27
54240,76
54250,53
54260,28
54270,2
54280,68
54290,130
54300,101
54310,160
54320,43
54330,100
54340,185
54350,60
54360,67
54370,375
54380,51
54390,13
54400,50
54410,88
54420,214
54430,304
54440,249
54450,74
54460,77
54470,117
54480,92
54490,390
54500,324
54510,61
54520,770
54530,32
54540,62
54550,165
54560,32
54570,174
54580,122
54590,171
54600,186
54610,66
54620,225
54630,99
54640,39
54650,83
54660,308
54670,200
54680,5
54690,164
54700,80
54710,102
54720,61
54730,26
54740,259
54750,72
54760,12
54770,129
54780,187
54790,249
54800,2
54810,183
54820,532
54830,21
54840,187
54850,4
54860,92
54870,375
54880,49
54890,85
54900,198
54910,47
54920,31
54930,48
54940,55
54950,18
54960,263
54970,217
54980,430
54990,134
55000,165
55010,42
55020,115
55030,645
55040,194
55050,13
55060,601
55070,79
55080,109
55090,196
55100,8
55110,26
55120,165
55130,96
55140,98
55150,8
55160,438
55170,7
55180,20
55190,37
55200,119
55210,23
55220,139
55230,151
55240,79
55250,61
55260,142
55270,107
55280,20
55290,90
55300,33
55310,185
55320,88
55330,80
55340,81
55350,119
55360,11
55370,29
55380,263
55390,379
55400,2
55410,68
55420,34
55430,190
55440,86
55450,135
55460,129
55470,373
55480,189
55490,110
55500,101
55510,37
55520,152
55530,80
55540,322
55550,48
55560,7
55570,41
55580,214
55590,115
55600,77
55610,177
55620,79
55630,116
55640,58
55650,258
55660,314
55670,1
55680,53
55690,113
55700,16
55710,12
55720,274
55730,159
55740,273
55750,126
55760,224
55770,2
55780,3
55790,20
55800,54
55810,70
55820,57
55830,233
55840,30
55850,327
55860,306
55870,33
55880,66
55890,98
55900,30
55910,52
55920,106
55930,42
55940,81
55950,83
55960,146
55970,242
55980,200
55990,157
56000,59
56010,323
56020,271
56030,42
56040,213
56050,73
56060,471
56070,64
56080,133
56090,148
56100,55
56110,63
56120,183
56130,112
56140,275
56150,38
56160,42
56170,148
56180,188
56190,42
56200,20
