n,time
56210,61
56220,28
56230,315
56240,32
56250,30
56260,127
56270,222
56280,241
56290,18
56300,127
56310,199
56320,398
56330,51
56340,57
56350,31
56360,15
56370,40
56380,225
56390,38
56400,93
56410,172
56420,79
56430,87
56440,67
56450,14
56460,146
56470,85
56480,17
56490,12
56500,8
56510,330
56520,399
56530,165
56540,151
56550,9
56560,28
56570,52
56580,278
56590,159
56600,31
56610,70
56620,294
56630,184
56640,25
56650,27
56660,264
56670,96
56680,409
56690,353
56700,16
56710,133
56720,85
56730,195
56740,9
56750,80
56760,154
56770,303
56780,145
56790,48
56800,17
56810,420
56820,102
56830,37
56840,308
56850,82
56860,37
56870,57
56880,136
56890,34
56900,0
56910,124
56920,90
56930,65
56940,6
56950,221
56960,117
56970,55
56980,101
56990,125
57000,6
57010,60
57020,267
57030,98
57040,320
57050,26
57060,64
57070,81
57080,33
57090,25
57100,202
57110,330
57120,246
57130,28
57140,20
57150,308
57160,100
57170,109
57180,4
57190,101
57200,75
57210,153
57220,57
57230,166
57240,30
57250,168
57260,80
57270,13
57280,48
57290,19
57300,203
57310,265
57320,173
57330,60
57340,51
57350,66
57360,167
57370,13
57380,49
57390,384
57400,22
57410,1
57420,56
57430,90
57440,357
57450,68
57460,62
57470,57
57480,229
57490,219
57500,33
57510,318
57520,231
57530,280
57540,46
57550,127
57560,2
57570,140
57580,2
57590,292
57600,341
57610,98
57620,213
57630,61
57640,54
57650,216
57660,15
57670,120
57680,247
57690,579
57700,41
57710,107
57720,126
57730,44
57740,46
57750,29
57760,55
57770,80
57780,36
57790,25
57800,435
57810,319
57820,106
57830,37
57840,141
57850,292
57860,28
57870,508
57880,345
57890,274
57900,160
57910,114
57920,39
57930,229
57940,54
57950,176
57960,109
57970,175
57980,2
57990,90
58000,377
58010,238
58020,46
58030,122
58040,188
58050,6
58060,75
58070,27
58080,24
58090,176
58100,42
58110,97
58120,230
58130,16
58140,31
58150,70
58160,19
58170,75
58180,113
58190,101
58200,88
58210,294
58220,330
58230,111
58240,225
58250,91
58260,50
58270,526
58280,64
58290,183
58300,2
58310,135
58320,253
58330,86
58340,276
58350,5
58360,45
58370,83
58380,10
58390,45
58400,508
58410,14
58420,26
58430,186
58440,39
58450,0
58460,5
58470,20
58480,129
58490,372
58500,188
58510,43
58520,157
58530,40
58540,61
58550,204
58560,107
58570,89
58580,197
58590,199
58600,50
58610,57
58620,104
58630,64
58640,50
58650,24
58660,160
58670,187
58680,116
58690,17
58700,146
58710,274
58720,41
58730,140
58740,425
58750,444
58760,178
58770,76
58780,151
58790,207
58800,274
58810,265
58820,67
58830,142
58840,426
58850,35
58860,0
58870,97
58880,142
58890,59
58900,48
58910,161
58920,71
58930,60
58940,35
58950,129
58960,179
58970,12
58980,45
58990,338
59000,266
59010,23
59020,411
59030,23
59040,112
59050,111
59060,348
59070,11
59080,92
59090,19
59100,34
59110,20
59120,214
59130,27
59140,260
59150,13
59160,227
59170,378
59180,77
59190,113
59200,48
59210,74
59220,0
59230,145
59240,249
59250,31
59260,314
59270,8
59280,326
59290,144
59300,30
59310,106
59320,332
59330,13
59340,104
59350,224
59360,69
59370,20
59380,287
59390,16
59400,35
59410,24
59420,33
59430,43
59440,108
59450,169
59460,83
59470,133
59480,147
59490,97
59500,70
59510,37
59520,13
59530,221
59540,192
59550,332
59560,114
59570,97
59580,24
59590,170
59600,148
59610,322
59620,167
59630,25
59640,115
59650,69
59660,33
59670,8
59680,16
59690,7
59700,119
59710,75
59720,62
59730,218
59740,12
59750,28
59760,10
59770,8
59780,32
59790,184
59800,78
59810,281
59820,219
59830,22
59840,186
59850,141
59860,144
59870,8
59880,57
59890,58
59900,92
59910,338
59920,5
59930,398
59940,12
59950,147
59960,40
59970,84
59980,255
59990,194
60000,109
60010,57
60020,395
60030,222
60040,235
60050,337
60060,104
60070,340
60080,14
60090,40
60100,177
60110,150
60120,54
60130,39
60140,347
60150,494
60160,67
60170,267
60180,57
60190,19
60200,84
60210,30
60220,413
60230,182
60240,182
60250,51
60260,119
60270,122
60280,190
60290,142
60300,244
60310,82
60320,172
60330,133
60340,399
60350,1
60360,122
60370,265
60380,78
60390,388
60400,158
60410,31
60420,312
60430,90
60440,382
60450,343
60460,342
60470,26
60480,50
60490,125
60500,91
60510,136
60520,333
60530,14
60540,66
60550,292
60560,54
60570,132
60580,152
60590,228
60600,15
60610,155
60620,95
60630,20
60640,131
60650,5
60660,17
60670,97
60680,47
60690,72
60700,82
60710,47
60720,397
60730,149
60740,97
60750,88
60760,14
60770,91
60780,105
60790,127
60800,184
60810,54
60820,125
60830,1
60840,32
60850,306
60860,153
60870,44
60880,134
60890,135
60900,75
60910,18
60920,1
60930,153
60940,28
60950,0
60960,42
60970,6
60980,70
60990,212
61000,26
61010,33
61020,274
61030,21
61040,74
61050,0
61060,219
61070,630
61080,116
61090,74
61100,67
61110,31
61120,2
61130,2
61140,33
61150,357
61160,28
61170,25
61180,8
61190,230
61200,16
61210,257
61220,195
61230,184
61240,180
61250,1
61260,10
61270,175
61280,31
61290,84
61300,93
61310,9
61320,221
61330,7
61340,195
61350,129
61360,21
61370,130
61380,203
61390,94
61400,11
61410,97
61420,6
61430,65
61440,146
61450,214
61460,81
61470,15
61480,317
61490,40
61500,47
61510,41
61520,231
61530,9
61540,222
61550,44
61560,314
61570,268
61580,203
61590,173
61600,492
61610,228
61620,864
61630,69
61640,111
61650,296
61660,540
61670,52
61680,93
61690,92
61700,67
61710,79
61720,293
61730,84
61740,79
61750,113
61760,38
61770,69
61780,45
61790,17
61800,14
61810,131
61820,150
61830,160
61840,305
61850,63
61860,140
61870,189
61880,81
61890,87
61900,44
61910,90
61920,124
61930,77
61940,149
61950,69
61960,4
61970,5
61980,68
61990,90
62000,159
62010,95
62020,239
62030,191
62040,39
62050,0
62060,152
62070,160
62080,52
62090,55
62100,4
62110,102
62120,157
62130,820
62140,147
62150,104
62160,119
62170,363
62180,44
62190,16
62200,74
62210,297
62220,53
62230,247
62240,165
62250,38
62260,631
62270,71
62280,28
62290,154
62300,407
62310,0
62320,91
62330,138
62340,27
62350,417
62360,18
62370,29
62380,51
62390,19
62400,81
62410,339
62420,23
62430,194
62440,81
62450,285
62460,169
62470,127
62480,202
62490,50
62500,89
62510,10
62520,4
62530,64
62540,127
62550,75
62560,297
62570,625
62580,25
62590,518
62600,87
62610,25
62620,88
62630,35
62640,348
62650,54
62660,11
62670,94
62680,215
62690,13
62700,14796
62710,300
62720,132
62730,131
62740,92
62750,50
62760,73
62770,126
62780,582
62790,643
62800,95
62810,5
62820,484
62830,222
62840,86
62850,38
62860,196
62870,530
62880,217
62890,96
62900,48
62910,38
62920,46
62930,458
62940,181
62950,229
62960,79
62970,98
62980,10
62990,105
63000,152
63010,482
63020,94
63030,53
63040,66
63050,49
63060,108
63070,356
63080,216
63090,192
63100,475
63110,74
63120,76
63130,41
63140,303
63150,150
63160,256
63170,308
63180,46
63190,12
63200,62
63210,87
63220,88
63230,256
63240,232
63250,357
63260,103
63270,68
63280,120
63290,0
63300,104
63310,219
63320,74
63330,86
63340,28
63350,385
63360,149
63370,143
63380,244
63390,108
63400,9
63410,6
63420,14
63430,193
63440,151
63450,335
63460,135
63470,64
63480,6
63490,23
63500,131
63510,46
63520,51
63530,466
63540,74
63550,230
63560,411
63570,84
63580,442
63590,256
63600,115
63610,67
63620,248
63630,200
63640,150
63650,21
63660,97
63670,57
63680,31
63690,316
63700,186
63710,62
63720,13
63730,318
63740,71
63750,61
63760,97
63770,84
63780,55
63790,172
63800,220
63810,18
63820,44
63830,738
63840,77
63850,53
63860,242
63870,187
63880,111
63890,37
63900,206
63910,101
63920,501
63930,78
63940,15
63950,384
63960,365
63970,93
63980,374
63990,175
64000,121
64010,115
64020,399
64030,297
64040,386
64050,225
64060,131
64070,18
64080,240
64090,227
64100,91
64110,113
64120,110
64130,109
64140,34
64150,55
64160,125
64170,99
64180,65
64190,15
64200,120
64210,228
64220,24
64230,62
64240,43
64250,165
64260,214
64270,195
64280,16
64290,350
64300,44
64310,66
64320,5
64330,398
64340,269
64350,33
64360,12
64370,163
64380,55
64390,29
64400,110
64410,100
64420,69
64430,54
64440,81
64450,181
64460,189
64470,88
64480,262
64490,215
64500,39
64510,31
64520,176
64530,0
64540,45
64550,16
64560,165
64570,188
64580,76
64590,47
64600,88
64610,103
64620,99
64630,171
64640,165
64650,6
64660,67
64670,30
64680,42
64690,35
64700,11
64710,19
64720,82
64730,99
64740,139
64750,70
64760,16
64770,43
64780,178
64790,1
64800,39
64810,14
64820,66
64830,171
64840,242
64850,113
64860,23
64870,72
64880,66
64890,12
64900,229
64910,234
64920,29
64930,122
64940,34
64950,154
64960,243
64970,179
64980,9
64990,130
65000,107
65010,262
65020,50
65030,54
65040,93
65050,81
65060,200
65070,269
65080,113
65090,16
65100,25
65110,21
65120,2
65130,79
65140,348
65150,28
65160,160
65170,514
65180,608
65190,28
65200,554
65210,320
65220,105
65230,72
65240,100
65250,16
65260,324
65270,271
65280,245
65290,63
65300,5
65310,224
65320,176
65330,128
65340,116
65350,398
65360,206
65370,0
65380,269
65390,48
65400,10
65410,128
65420,94
65430,11
65440,122
65450,78
65460,128
65470,180
65480,64
65490,158
65500,97
65510,102
65520,12
65530,31
65540,116
65550,95
65560,17
65570,47
65580,2
65590,346
65600,79
65610,159
65620,196
65630,190
65640,24
65650,12
65660,112
65670,97
65680,131
65690,115
65700,140
65710,22
65720,116
65730,512
65740,92
65750,34
65760,347
65770,138
65780,237
65790,34
65800,72
65810,63
65820,142
65830,151
65840,15
65850,194
65860,6
65870,39
65880,89
65890,106
65900,211
65910,127
65920,34
65930,16
65940,125
65950,89
65960,15
65970,352
65980,177
65990,162
66000,0
66010,151
66020,26
66030,174
66040,847
66050,237
66060,110
66070,13
66080,30
66090,177
66100,1
66110,235
66120,232
66130,28
66140,15
66150,85
66160,149
66170,506
66180,75
66190,300
66200,116
66210,107
66220,67
66230,16
66240,64
66250,48
66260,236
66270,136
66280,102
66290,133
66300,153
66310,50
66320,17
66330,79
66340,1062
66350,19
66360,360
66370,188
66380,580
66390,188
66400,620
66410,157
66420,165
66430,112
66440,56
66450,109
66460,182
66470,57
66480,73
66490,116
66500,33
66510,50
66520,52
66530,13
66540,119
66550,4
66560,49
66570,137
66580,24
66590,538
66600,9
66610,87
66620,590
66630,292
66640,160
66650,91
66660,42
66670,60
66680,14
66690,104
66700,93
66710,98
66720,81
66730,22
66740,65
66750,94
66760,132
66770,324
66780,144
66790,123
66800,177
66810,188
66820,23
66830,57
66840,41
66850,215
66860,165
66870,61
66880,89
66890,317
66900,204
66910,145
66920,18
66930,37
66940,2
66950,21
66960,160
66970,42
66980,4
66990,69
67000,123
67010,160
67020,100
67030,30
67040,217
67050,50
67060,76
67070,20
67080,9
67090,59
67100,161
67110,70
67120,6
67130,31
67140,67
67150,171
67160,6
67170,118
67180,113
67190,327
67200,70
67210,108
67220,94
67230,276
67240,123
67250,129
67260,67
67270,37
67280,237
67290,109
67300,13
67310,31
67320,166
67330,131
67340,172
67350,7
67360,20
67370,366
67380,21
67390,92
67400,69
67410,258
67420,130
67430,145
67440,310
67450,111
67460,65
67470,294
67480,278
67490,533
67500,110
67510,21
67520,632
67530,71
67540,206
67550,164
67560,247
67570,22
67580,48
67590,461
67600,178
67610,195
67620,77
67630,684
67640,27
67650,413
67660,69
67670,130
67680,196
67690,370
67700,205
67710,26
67720,330
67730,264
67740,77
67750,476
67760,204
67770,23
67780,562
67790,245
67800,72
67810,93
67820,130
67830,81
67840,271
67850,15
67860,97
67870,54
67880,630
67890,435
67900,336
67910,58
67920,32
67930,44
67940,196
67950,39
67960,272
67970,103
67980,8
67990,108
68000,116
68010,77
68020,15
68030,99
68040,271
68050,43
68060,53
68070,34
68080,109
68090,58
68100,174
68110,88
68120,531
68130,20
68140,27
68150,161
68160,233
68170,66
68180,103
68190,14
68200,294
68210,80
68220,491
68230,76
68240,85
68250,159
68260,24
68270,30
68280,61
68290,2
68300,42
68310,54
68320,74
68330,61
68340,40
68350,39
68360,5
68370,61
68380,403
68390,38
68400,2
68410,203
68420,13
68430,156
68440,235
68450,15
68460,8
68470,45
68480,54
68490,69
68500,221
68510,48
68520,46
68530,211
68540,0
68550,56
68560,213
68570,418
68580,18
68590,30
68600,292
68610,275
68620,21
68630,94
68640,136
68650,388
68660,76
68670,75
68680,50
68690,204
68700,61
68710,72
68720,211
68730,141
68740,112
68750,419
68760,348
68770,265
68780,35
68790,151
68800,146
68810,43
68820,193
68830,183
68840,32
68850,77
68860,510
68870,243
68880,242
68890,29
68900,198
68910,206
68920,44
68930,71
68940,27
68950,175
68960,112
68970,269
68980,317
68990,12
69000,282
69010,26
69020,260
69030,16
69040,30
69050,479
69060,98
69070,63
69080,44
69090,233
69100,108
69110,151
69120,91
69130,138
69140,176
69150,2
69160,57
69170,91
69180,19
69190,263
69200,125
69210,14
69220,11
69230,203
69240,79
69250,326
69260,21
69270,34
69280,157
69290,94
69300,46
69310,134
69320,412
69330,22
69340,68
69350,147
69360,34
69370,47
69380,340
69390,656
69400,53
69410,50
69420,132
69430,435
69440,252
69450,85
69460,98
69470,185
69480,10
69490,184
69500,71
69510,149
69520,206
69530,34
69540,59
69550,12
69560,170
69570,252
69580,405
69590,575
69600,31
69610,28
69620,60
69630,15
69640,101
69650,295
69660,163
69670,97
69680,26
69690,148
69700,110
69710,77
69720,111
69730,122
69740,46
69750,94
69760,130
69770,47
69780,112
69790,46
69800,88
69810,209
69820,1111
69830,146
69840,71
69850,37
69860,168
69870,55
69880,6
69890,194
69900,55
69910,263
69920,70
69930,82
69940,118
69950,116
69960,144
69970,269
69980,61
69990,140
70000,220
70010,863
70020,89
70030,32
70040,274
70050,31
70060,103
70070,173
70080,163
70090,12
70100,88
70110,24
70120,89
70130,305
70140,122
70150,189
70160,111
70170,3
70180,151
70190,47
70200,271
70210,135
70220,673
70230,3
70240,525
70250,316
70260,96
70270,394
70280,146
70290,445
70300,90
70310,58
70320,258
70330,9
70340,85
70350,104
70360,38
70370,83
70380,150
70390,112
70400,76
70410,43
70420,251
70430,40
70440,19
70450,14
70460,105
70470,5
70480,72
70490,68
70500,18
70510,162
70520,184
70530,270
70540,66
70550,36
70560,158
70570,169
70580,124
70590,162
70600,163
70610,37
70620,171
70630,81
70640,269
70650,202
70660,151
70670,59
70680,40
70690,514
70700,148
70710,237
70720,280
70730,43
70740,136
70750,64
70760,78
70770,97
70780,384
70790,37
70800,237
70810,145
70820,79
70830,67
70840,160
70850,321
70860,304
70870,76
70880,147
70890,158
70900,26
70910,583
70920,182
70930,106
70940,41
70950,383
70960,125
70970,161
70980,235
70990,48
71000,15565
71010,123
71020,29
71030,192
71040,92
71050,153
71060,108
71070,11
71080,52
71090,225
71100,126
71110,206
71120,8
71130,53
71140,410
71150,64
71160,72
71170,39
71180,116
71190,66
71200,13
71210,138
71220,1
71230,72
71240,80
71250,200
71260,48
71270,79
71280,102
71290,70
71300,291
71310,136
71320,47
71330,179
71340,39
71350,289
71360,85
71370,51
71380,72
71390,54
71400,10
71410,173
71420,222
71430,66
71440,38
71450,163
71460,9
71470,158
71480,25
71490,65
71500,482
71510,63
71520,119
71530,6
71540,16
71550,208
71560,6
71570,30
71580,550
71590,63
71600,65
71610,26
71620,0
71630,145
71640,38
71650,28
71660,131
71670,98
71680,347
71690,218
71700,131
71710,486
71720,194
71730,479
71740,172
71750,473
71760,153
71770,180
71780,59
71790,43
71800,99
71810,39
71820,2
71830,37
71840,4
71850,227
71860,101
71870,185
71880,10
71890,266
71900,147
71910,37
71920,96
71930,54
71940,205
71950,121
71960,97
71970,13
71980,36
71990,71
72000,44
72010,206
72020,261
72030,221
72040,460
72050,140
72060,217
72070,9
72080,125
72090,27
72100,91
72110,515
72120,260
72130,97
72140,76
72150,75
72160,15
72170,4
72180,349
72190,151
72200,610
72210,480
72220,85
72230,261
72240,27
72250,224
72260,420
72270,25
72280,36
72290,64
72300,59
72310,355
72320,1
72330,67
72340,64
72350,172
72360,180
72370,379
72380,463
72390,391
72400,228
72410,93
72420,82
72430,32
72440,17
72450,199
72460,7
72470,56
72480,238
72490,34
72500,56
72510,153
72520,58
72530,36
72540,170
72550,268
72560,334
72570,346
72580,144
72590,6
72600,6
72610,99
72620,191
72630,14
72640,44
72650,92
72660,291
72670,100
72680,113
72690,12
72700,127
72710,288
72720,95
72730,25
72740,371
72750,98
72760,90
72770,41
72780,133
72790,36
72800,75
72810,226
72820,128
72830,89
72840,90
72850,93
72860,2
72870,40
72880,98
72890,127
72900,142
72910,52
72920,20
72930,94
72940,58
72950,93
72960,373
72970,98
72980,135
72990,113
73000,15787
73010,179
73020,108
73030,35
73040,191
73050,71
73060,107
73070,7
73080,67
73090,150
73100,95
73110,81
73120,5
73130,39
73140,38
73150,67
73160,363
73170,94
73180,264
73190,268
73200,132
73210,68
73220,59
73230,119
73240,114
73250,102
73260,331
73270,510
73280,592
73290,31
73300,6
73310,2
73320,52
73330,62
73340,4
73350,250
73360,34
73370,287
73380,42
73390,194
73400,445
73410,529
73420,36
73430,80
73440,21
73450,176
73460,217
73470,242
73480,295
73490,147
73500,39
73510,69
73520,46
73530,463
73540,117
73550,1
73560,322
73570,14
73580,206
73590,222
73600,84
73610,9
73620,386
73630,228
73640,150
73650,113
73660,4
73670,58
73680,221
73690,133
73700,464
73710,147
73720,204
73730,156
73740,24
73750,168
73760,61
73770,323
73780,589
73790,172
73800,402
73810,73
73820,148
73830,19
73840,114
73850,353
73860,484
73870,84
73880,131
73890,59
73900,306
73910,265
73920,33
73930,36
73940,32
73950,35
73960,145
73970,255
73980,177
73990,68
74000,213
74010,98
74020,287
74030,176
74040,75
74050,91
74060,84
74070,148
74080,244
74090,48
74100,255
74110,26
74120,40
74130,58
74140,249
74150,165
74160,87
74170,31
74180,329
74190,41
74200,261
74210,26
74220,24
74230,571
74240,33
74250,163
74260,271
74270,62
74280,235
74290,248
74300,166
74310,146
74320,142
74330,94
74340,39
74350,214
74360,46
74370,214
74380,41
74390,68
74400,87
74410,31
74420,25
74430,112
74440,163
74450,55
74460,341
74470,169
74480,93
74490,467
74500,139
74510,195
74520,165
74530,12
74540,225
74550,69
74560,170
74570,349
74580,41
74590,13
74600,82
74610,170
74620,107
74630,382
74640,58
74650,35
74660,42
74670,101
74680,58
74690,207
74700,8
74710,212
74720,502
74730,82
74740,172
74750,70
74760,26
74770,177
74780,3
74790,55
74800,97
74810,347
74820,494
74830,183
74840,141
74850,388
74860,176
74870,4
74880,21
74890,97
74900,235
74910,123
74920,115
74930,213
74940,83
74950,125
74960,136
74970,60
74980,552
74990,110
75000,412
75010,145
75020,90
75030,255
75040,41
75050,82
75060,266
75070,11
75080,18
75090,37
75100,48
75110,276
75120,38
75130,20
75140,281
75150,105
75160,89
75170,29
75180,84
75190,98
75200,955
75210,189
75220,135
75230,1
75240,164
75250,26
75260,98
75270,462
75280,102
75290,267
75300,237
75310,244
75320,16
75330,122
75340,269
75350,85
75360,5
75370,85
75380,33
75390,41
75400,710
75410,207
75420,412
75430,182
75440,23
75450,81
75460,59
75470,11
75480,1449
75490,133
75500,5
75510,78
75520,410
75530,15
75540,228
75550,240
75560,48
75570,378
75580,13
75590,111
75600,53
75610,46
75620,35
75630,72
75640,165
75650,449
75660,286
75670,80
75680,45
75690,17
75700,143
75710,287
75720,209
75730,16
75740,99
75750,211
75760,12
75770,47
75780,166
75790,167
75800,183
75810,211
75820,12
75830,153
75840,19
75850,232
75860,341
75870,103
75880,41
75890,46
75900,1
75910,244
75920,402
75930,80
75940,392
75950,26
75960,180
75970,292
75980,55
75990,204
76000,72
76010,210
76020,103
76030,21
76040,251
76050,111
76060,6
76070,56
76080,98
76090,432
76100,94
76110,379
76120,309
76130,379
76140,820
76150,211
76160,343
76170,9
76180,79
76190,142
76200,111
76210,278
76220,25
76230,4
76240,25
76250,184
76260,130
76270,132
76280,161
76290,442
76300,27
76310,371
76320,155
76330,182
76340,237
76350,216
76360,203
76370,174
76380,71
76390,355
76400,52
76410,244
76420,178
76430,182
76440,263
76450,663
76460,367
76470,195
76480,280
76490,24
76500,73
76510,94
76520,20
76530,28
76540,372
76550,118
76560,79
76570,199
76580,204
76590,210
76600,275
76610,132
76620,17
76630,95
76640,77
76650,58
76660,1
76670,20
76680,741
76690,65
76700,201
76710,474
76720,178
76730,124
76740,5
76750,47
76760,54
76770,252
76780,135
76790,127
76800,355
76810,255
76820,192
76830,50
76840,65
76850,181
76860,58
76870,54
76880,41
76890,78
76900,1
76910,28
76920,99
76930,161
76940,587
76950,230
76960,108
76970,334
76980,74
76990,74
77000,47
77010,249
77020,208
77030,27
77040,227
77050,263
77060,73
77070,325
77080,24
77090,74
77100,37
77110,42
77120,38
77130,18
77140,123
77150,230
77160,239
77170,39
77180,58
77190,214
77200,219
77210,368
77220,161
77230,235
77240,24
77250,135
77260,135
77270,188
77280,19
77290,15
77300,180
77310,109
77320,287
77330,89
77340,308
77350,698
77360,89
77370,126
77380,234
77390,8
77400,62
77410,49
77420,286
77430,324
77440,363
77450,42
77460,163
77470,34
77480,474
77490,16
77500,60
77510,181
77520,322
77530,67
77540,101
77550,54
77560,183
77570,140
77580,76
77590,34
77600,167
77610,284
77620,19
77630,53
77640,109
77650,84
77660,71
77670,211
77680,148
77690,261
77700,43
77710,144
77720,103
77730,522
77740,75
77750,259
77760,232
77770,21
77780,347
77790,131
77800,4
77810,130
77820,133
77830,92
77840,334
77850,326
77860,26
77870,139
77880,83
77890,359
77900,150
77910,351
77920,152
77930,67
77940,135
77950,53
77960,542
77970,118
77980,272
77990,35
78000,446
78010,56
78020,263
78030,165
78040,168
78050,276
78060,131
78070,24
78080,342
78090,20
78100,183
78110,343
78120,541
78130,42
78140,138
78150,124
78160,352
78170,22
78180,53
78190,512
78200,307
78210,28
78220,171
78230,65
78240,22
78250,296
78260,309
78270,255
78280,162
78290,149
78300,227
78310,21
78320,262
78330,82
78340,104
78350,462
78360,23
78370,649
78380,114
78390,1
78400,36
78410,70
78420,278
78430,69
78440,130
78450,29
78460,195
78470,27
78480,48
78490,263
78500,93
78510,126
78520,12
78530,71
78540,53
78550,70
78560,50
78570,365
78580,639
78590,112
78600,61
78610,30
78620,40
78630,341
78640,349
78650,404
78660,33
78670,17
78680,131
78690,916
78700,14
78710,19
78720,60
78730,87
78740,311
78750,303
78760,2
78770,124
78780,156
78790,173
78800,21
78810,13
78820,103
78830,142
78840,440
78850,167
78860,199
78870,318
78880,194
78890,70
78900,86
78910,367
78920,134
78930,1088
78940,107
78950,22
78960,145
78970,753
78980,68
78990,1948
79000,63
79010,111
79020,120
79030,46
79040,37
79050,153
79060,75
79070,184
79080,121
79090,2
79100,282
79110,145
79120,445
79130,158
79140,161
79150,16
79160,160
79170,137
79180,230
79190,35
79200,509
79210,36
79220,179
79230,129
79240,109
79250,364
79260,122
79270,89
79280,155
79290,138
79300,22
79310,58
79320,144
79330,49
79340,33
79350,638
79360,227
79370,8
79380,363
79390,159
79400,71
79410,573
79420,11
79430,123
79440,366
79450,29
79460,153
79470,216
79480,54
79490,151
79500,616
79510,42
79520,148
79530,96
79540,61
79550,65
79560,85
79570,72
79580,80
79590,573
79600,165
79610,67
79620,402
79630,245
79640,2
79650,235
79660,342
79670,58
79680,107
79690,304
79700,93
79710,167
79720,312
79730,27
79740,279
79750,255
79760,5
79770,105
79780,277
79790,472
79800,117
79810,86
79820,713
79830,115
79840,39
79850,87
79860,11
79870,118
79880,349
79890,18
79900,178
79910,135
79920,263
79930,572
79940,81
79950,2
79960,0
79970,97
79980,60
79990,22
80000,27
80010,192
80020,98
80030,102
80040,405
80050,65
80060,200
80070,155
80080,468
80090,270
80100,143
80110,89
80120,37
80130,288
80140,505
80150,259
80160,503
80170,443
80180,312
80190,65
80200,34
80210,121
80220,39
80230,21
80240,180
80250,198
80260,22
80270,6
80280,128
80290,10
80300,282
80310,440
80320,107
80330,53
80340,33
80350,95
80360,64
80370,0
80380,146
80390,118
80400,62
80410,112
80420,210
80430,3
80440,6
80450,0
80460,147
80470,8
80480,103
80490,540
80500,22
80510,885
80520,98
80530,260
80540,395
80550,19
80560,101
80570,141
80580,160
80590,67
80600,55
80610,263
80620,78
80630,118
80640,199
80650,89
80660,160
80670,595
80680,243
80690,241
80700,647
80710,51
80720,36
80730,77
80740,216
80750,96
80760,167
80770,484
80780,57
80790,70
80800,89
80810,53
80820,49
80830,79
80840,86
80850,162
80860,344
80870,170
80880,0
80890,48
80900,118
80910,94
80920,577
80930,69
80940,238
80950,100
80960,351
80970,241
80980,103
80990,217
81000,103
81010,81
81020,102
81030,140
81040,70
81050,257
81060,184
81070,734
81080,167
81090,233
81100,175
81110,133
81120,650
81130,56
81140,208
81150,179
81160,104
81170,135
81180,23
81190,39
81200,800
81210,102
81220,109
81230,251
81240,131
81250,271
81260,97
81270,39
81280,7
81290,96
81300,292
81310,234
81320,258
81330,491
81340,125
81350,116
81360,182
81370,54
81380,122
81390,316
81400,13
81410,126
81420,345
81430,298
81440,99
81450,83
81460,36
81470,367
81480,64
81490,421
81500,249
81510,137
81520,188
81530,62
81540,42
81550,83
81560,4
81570,161
81580,25
81590,23
81600,313
81610,78
81620,119
81630,353
81640,31
81650,78
81660,169
81670,25
81680,105
81690,14
81700,605
81710,788
81720,200
81730,14
81740,367
81750,304
81760,21
81770,39
81780,172
81790,374
81800,106
81810,243
81820,65
81830,208
81840,13
81850,14
81860,244
81870,172
81880,18
81890,150
81900,215
81910,24
81920,86
81930,4
81940,15
81950,80
81960,28
81970,136
81980,178
81990,28
82000,262
82010,221
82020,932
82030,77
82040,355
82050,73
82060,5239
82070,49
82080,257
82090,497
82100,105
82110,306
82120,9
82130,51
82140,425
82150,27
82160,323
82170,151
82180,6
82190,43
82200,28
82210,2
82220,217
82230,107
82240,159
82250,123
82260,429
82270,112
82280,76
82290,449
82300,312
82310,105
82320,257
82330,182
82340,44
82350,141
82360,34
82370,68
82380,222
82390,119
82400,115
82410,178
82420,545
82430,158
82440,199
82450,114
82460,400
82470,381
82480,6
82490,339
82500,47
82510,498
82520,150
82530,421
82540,77
82550,7
82560,444
82570,283
82580,168
82590,215
82600,281
82610,85
82620,471
82630,156
82640,76
82650,22
82660,215
82670,110
82680,46
82690,446
82700,11
82710,374
82720,12
82730,383
82740,217
82750,26
82760,849
82770,115
82780,290
82790,46
82800,358
82810,83
82820,104
82830,461
82840,318
82850,354
82860,79
82870,304
82880,27
82890,453
82900,22
82910,107
82920,9
82930,260
82940,2
82950,511
82960,20
82970,19
82980,318
82990,257
83000,262
83010,449
83020,207
83030,54
83040,281
83050,111
83060,157
83070,540
83080,34
83090,225
83100,150
83110,8
83120,36
83130,179
83140,186
83150,4
83160,216
83170,25
83180,16
83190,55
83200,40
83210,166
83220,343
83230,26
83240,793
83250,28
83260,337
83270,71
83280,83
83290,239
83300,109
83310,96
83320,113
83330,150
83340,134
83350,349
83360,301
83370,325
83380,356
83390,40
83400,38
83410,150
83420,45
83430,125
83440,187
83450,20
83460,597
83470,216
83480,8
83490,467
83500,60
83510,200
83520,158
83530,291
83540,432
83550,80
83560,42
83570,657
83580,180
83590,61
83600,491
83610,448
83620,135
83630,14
83640,9
83650,237
83660,12
83670,52
83680,216
83690,24
83700,305
83710,627
83720,324
83730,40
83740,319
83750,30
83760,78
83770,54
83780,227
83790,207
83800,96
83810,475
83820,194
83830,89
83840,156
83850,137
83860,109
83870,17
83880,133
83890,77
83900,109
83910,18
83920,6
83930,194
83940,33
83950,109
83960,425
83970,53
83980,170
83990,127
84000,70
84010,243
84020,892
84030,110
84040,3
84050,26
84060,166
84070,88
84080,75
84090,63
84100,81
84110,112
84120,34
84130,433
84140,101
84150,15
84160,490
84170,14
